,min_lon,max_lon,max_height,max_width,start_time,harpnum,wavelength,fits_fullpath,label
1541,-28.3604,-25.0156,145,245,2018-09-04T15:41:59Z,7302,335,/data/linn/newpipe_compressed/neg/2018.09.04_15:48:00_7h@1h_AARP7302_335.fits,0
1542,10.9313,14.4541,193,252,2018-03-10T15:41:59Z,7241,131,/data/linn/newpipe_compressed/neg/2018.03.10_15:48:00_7h@1h_AARP7241_131.fits,0
1543,-999999.0,-12.442,99,236,2017-12-21T15:41:59Z,7214,211,/data/linn/newpipe_compressed/neg/2017.12.21_15:48:00_7h@1h_AARP7214_211.fits,0
1544,15.2553,18.5974,133,147,2018-09-19T15:41:59Z,7307,131,/data/linn/newpipe_compressed/neg/2018.09.19_15:48:00_7h@1h_AARP7307_131.fits,0
1545,-34.8842,-31.5484,95,168,2018-04-21T15:41:47Z,7253,1600,/data/linn/newpipe_compressed/neg/2018.04.21_15:48:00_7h@1h_AARP7253_1600.fits,0
1546,-56.4518,-53.3492,329,445,2018-02-06T15:41:47Z,7237,1600,/data/linn/newpipe_compressed/neg/2018.02.06_15:48:00_7h@1h_AARP7237_1600.fits,0
1547,-999999.0,-31.9591,103,222,2018-12-10T15:41:59Z,7326,211,/data/linn/newpipe_compressed/neg/2018.12.10_15:48:00_7h@1h_AARP7326_211.fits,0
1548,57.9528,61.4615,417,526,2018-06-03T15:41:59Z,7262,94,/data/linn/newpipe_compressed/neg/2018.06.03_15:48:00_7h@1h_AARP7262_94.fits,0
1549,-19.7082,-16.2957,336,524,2018-05-12T15:41:59Z,7256,335,/data/linn/newpipe_compressed/neg/2018.05.12_15:48:00_7h@1h_AARP7256_335.fits,0
1550,36.9029,40.3108,161,331,2018-05-29T15:41:59Z,7260,171,/data/linn/newpipe_compressed/neg/2018.05.29_15:48:00_7h@1h_AARP7260_171.fits,0
1551,24.9457,28.2639,103,163,2017-12-22T15:41:59Z,7215,193,/data/linn/newpipe_compressed/neg/2017.12.22_15:48:00_7h@1h_AARP7215_193.fits,0
1552,2.76608,6.0151,219,457,2018-06-22T15:41:59Z,7275,335,/data/linn/newpipe_compressed/neg/2018.06.22_15:48:00_7h@1h_AARP7275_335.fits,0
1553,-26.3913,-23.0918,145,229,2018-09-03T15:41:59Z,7301,335,/data/linn/newpipe_compressed/neg/2018.09.03_15:48:00_7h@1h_AARP7301_335.fits,0
1554,-999999.0,-999999.0,179,274,2018-02-05T15:41:59Z,7235,335,/data/linn/newpipe_compressed/neg/2018.02.05_15:48:00_7h@1h_AARP7235_335.fits,0
1555,-999999.0,-999999.0,83,152,2018-07-19T15:41:47Z,7288,1600,/data/linn/newpipe_compressed/neg/2018.07.19_15:48:00_7h@1h_AARP7288_1600.fits,0
1556,-30.1777,-27.0293,193,301,2018-12-27T15:41:59Z,7328,304,/data/linn/newpipe_compressed/neg/2018.12.27_15:48:00_7h@1h_AARP7328_304.fits,0
1557,-30.6757,-27.4182,203,325,2018-03-07T15:41:59Z,7242,211,/data/linn/newpipe_compressed/neg/2018.03.07_15:48:00_7h@1h_AARP7242_211.fits,0
1558,38.3907,41.9819,253,262,2018-08-13T15:41:59Z,7293,335,/data/linn/newpipe_compressed/neg/2018.08.13_15:48:00_7h@1h_AARP7293_335.fits,0
1559,-59.2862,-55.9216,319,361,2018-05-09T15:41:59Z,7256,171,/data/linn/newpipe_compressed/neg/2018.05.09_15:48:00_7h@1h_AARP7256_171.fits,0
1560,-999999.0,14.7595,191,310,2018-12-30T15:41:59Z,7328,193,/data/linn/newpipe_compressed/neg/2018.12.30_15:48:00_7h@1h_AARP7328_193.fits,0
1561,-999999.0,-999999.0,139,257,2018-09-16T15:41:59Z,7305,304,/data/linn/newpipe_compressed/neg/2018.09.16_15:48:00_7h@1h_AARP7305_304.fits,0
1562,-999999.0,42.1258,111,280,2018-12-21T15:41:59Z,7327,211,/data/linn/newpipe_compressed/neg/2018.12.21_15:48:00_7h@1h_AARP7327_211.fits,0
1563,-15.7709,-12.5315,515,256,2018-04-03T15:41:59Z,7246,335,/data/linn/newpipe_compressed/neg/2018.04.03_15:48:00_7h@1h_AARP7246_335.fits,0
1564,51.3845,54.8906,169,268,2018-11-18T15:41:59Z,7323,304,/data/linn/newpipe_compressed/neg/2018.11.18_15:48:00_7h@1h_AARP7323_304.fits,0
1565,48.6844,51.9125,161,292,2018-06-19T15:41:59Z,7274,171,/data/linn/newpipe_compressed/neg/2018.06.19_15:48:00_7h@1h_AARP7274_171.fits,0
1566,2.12014,5.46041,299,374,2018-06-26T15:41:59Z,7277,94,/data/linn/newpipe_compressed/neg/2018.06.26_15:48:00_7h@1h_AARP7277_94.fits,0
1567,-999999.0,-999999.0,151,144,2018-02-02T15:41:59Z,7236,304,/data/linn/newpipe_compressed/neg/2018.02.02_15:48:00_7h@1h_AARP7236_304.fits,0
1568,-999999.0,-59.5469,251,296,2018-08-18T15:41:59Z,7299,171,/data/linn/newpipe_compressed/neg/2018.08.18_15:48:00_7h@1h_AARP7299_171.fits,0
1569,-999999.0,51.6952,183,243,2018-09-11T15:41:59Z,7304,211,/data/linn/newpipe_compressed/neg/2018.09.11_15:48:00_7h@1h_AARP7304_211.fits,0
1570,-62.8316,-60.9929,483,395,2018-07-09T15:41:47Z,7283,1600,/data/linn/newpipe_compressed/neg/2018.07.09_15:48:00_7h@1h_AARP7283_1600.fits,0
1571,-999999.0,62.4378,71,119,2018-07-12T15:41:59Z,7286,171,/data/linn/newpipe_compressed/neg/2018.07.12_15:48:00_7h@1h_AARP7286_171.fits,0
1572,-2.59521,0.508881,187,304,2018-12-29T15:41:59Z,7328,94,/data/linn/newpipe_compressed/neg/2018.12.29_15:48:00_7h@1h_AARP7328_94.fits,0
1573,-65.3164,-61.7668,243,327,2018-07-30T15:41:59Z,7290,335,/data/linn/newpipe_compressed/neg/2018.07.30_15:48:00_7h@1h_AARP7290_335.fits,0
1574,5.76103,9.00934,319,740,2018-06-18T15:41:59Z,7269,171,/data/linn/newpipe_compressed/neg/2018.06.18_15:48:00_7h@1h_AARP7269_171.fits,0
1575,-999999.0,-999999.0,57,103,2018-10-09T15:41:59Z,7311,335,/data/linn/newpipe_compressed/neg/2018.10.09_15:48:00_7h@1h_AARP7311_335.fits,0
1576,70.5445,74.4324,107,142,2018-04-20T15:41:59Z,7252,335,/data/linn/newpipe_compressed/neg/2018.04.20_15:48:00_7h@1h_AARP7252_335.fits,0
1577,-23.8919,-20.6538,289,425,2018-06-23T15:41:59Z,7276,131,/data/linn/newpipe_compressed/neg/2018.06.23_15:48:00_7h@1h_AARP7276_131.fits,0
1578,2.30454,5.62398,287,418,2018-06-25T15:41:47Z,7276,1600,/data/linn/newpipe_compressed/neg/2018.06.25_15:48:00_7h@1h_AARP7276_1600.fits,0
1579,-999999.0,-999999.0,77,131,2018-09-16T15:41:59Z,7309,171,/data/linn/newpipe_compressed/neg/2018.09.16_15:48:00_7h@1h_AARP7309_171.fits,0
1580,38.0332,40.7758,201,246,2018-03-12T15:41:59Z,7241,211,/data/linn/newpipe_compressed/neg/2018.03.12_15:48:00_7h@1h_AARP7241_211.fits,0
1581,-22.2118,-18.8293,219,489,2018-08-02T15:41:59Z,7290,335,/data/linn/newpipe_compressed/neg/2018.08.02_15:48:00_7h@1h_AARP7290_335.fits,0
1582,-13.2709,-9.97213,139,228,2018-09-04T15:41:59Z,7301,171,/data/linn/newpipe_compressed/neg/2018.09.04_15:48:00_7h@1h_AARP7301_171.fits,0
1583,22.3455,24.9398,163,389,2018-05-10T15:41:59Z,7254,335,/data/linn/newpipe_compressed/neg/2018.05.10_15:48:00_7h@1h_AARP7254_335.fits,0
1584,18.1341,21.2631,221,486,2018-08-05T15:41:59Z,7290,335,/data/linn/newpipe_compressed/neg/2018.08.05_15:48:00_7h@1h_AARP7290_335.fits,0
1585,-22.0598,-18.4544,227,441,2018-08-21T15:41:59Z,7299,171,/data/linn/newpipe_compressed/neg/2018.08.21_15:48:00_7h@1h_AARP7299_171.fits,0
1586,-999999.0,-999999.0,57,124,2018-05-28T15:41:59Z,7265,94,/data/linn/newpipe_compressed/neg/2018.05.28_15:48:00_7h@1h_AARP7265_94.fits,0
1587,-22.3854,-18.8417,127,298,2018-09-11T15:41:59Z,7305,335,/data/linn/newpipe_compressed/neg/2018.09.11_15:48:00_7h@1h_AARP7305_335.fits,0
1588,64.5239,67.5832,171,211,2018-11-19T15:41:59Z,7323,304,/data/linn/newpipe_compressed/neg/2018.11.19_15:48:00_7h@1h_AARP7323_304.fits,0
1589,-6.27926,-2.56246,99,194,2017-12-31T15:41:59Z,7221,171,/data/linn/newpipe_compressed/neg/2017.12.31_15:48:00_7h@1h_AARP7221_171.fits,0
1590,7.02441,10.6092,333,528,2018-05-14T15:41:59Z,7256,193,/data/linn/newpipe_compressed/neg/2018.05.14_15:48:00_7h@1h_AARP7256_193.fits,0
1591,-999999.0,-999999.0,173,353,2018-09-28T15:41:59Z,7310,193,/data/linn/newpipe_compressed/neg/2018.09.28_15:48:00_7h@1h_AARP7310_193.fits,0
1592,-999999.0,-999999.0,57,121,2018-05-17T15:41:59Z,7258,304,/data/linn/newpipe_compressed/neg/2018.05.17_15:48:00_7h@1h_AARP7258_304.fits,0
1593,-999999.0,17.4573,103,197,2018-05-23T15:41:59Z,7259,131,/data/linn/newpipe_compressed/neg/2018.05.23_15:48:00_7h@1h_AARP7259_131.fits,0
1594,-11.9192,-8.47678,129,281,2018-02-07T15:41:47Z,7236,1600,/data/linn/newpipe_compressed/neg/2018.02.07_15:48:00_7h@1h_AARP7236_1600.fits,0
1595,21.8564,24.75,199,334,2018-03-11T15:41:59Z,7242,193,/data/linn/newpipe_compressed/neg/2018.03.11_15:48:00_7h@1h_AARP7242_193.fits,0
1596,34.4894,37.8504,143,249,2018-01-04T15:41:59Z,7222,304,/data/linn/newpipe_compressed/neg/2018.01.04_15:48:00_7h@1h_AARP7222_304.fits,0
1597,-999999.0,-999999.0,229,370,2018-04-07T15:41:59Z,7246,131,/data/linn/newpipe_compressed/neg/2018.04.07_15:48:00_7h@1h_AARP7246_131.fits,0
1598,-6.22924,-2.83675,105,243,2018-01-07T15:41:59Z,7224,94,/data/linn/newpipe_compressed/neg/2018.01.07_15:48:00_7h@1h_AARP7224_94.fits,0
1599,-999999.0,-999999.0,97,228,2017-12-22T15:41:59Z,7214,171,/data/linn/newpipe_compressed/neg/2017.12.22_15:48:00_7h@1h_AARP7214_171.fits,0
1600,50.5636,54.047,243,262,2018-01-21T15:41:59Z,7229,193,/data/linn/newpipe_compressed/neg/2018.01.21_15:48:00_7h@1h_AARP7229_193.fits,0
1601,51.7265,55.0327,257,230,2018-08-14T15:41:59Z,7293,171,/data/linn/newpipe_compressed/neg/2018.08.14_15:48:00_7h@1h_AARP7293_171.fits,0
1602,-999999.0,-999999.0,73,122,2018-09-19T15:41:59Z,7309,171,/data/linn/newpipe_compressed/neg/2018.09.19_15:48:00_7h@1h_AARP7309_171.fits,0
1603,24.9457,28.2639,103,163,2017-12-22T15:41:59Z,7215,171,/data/linn/newpipe_compressed/neg/2017.12.22_15:48:00_7h@1h_AARP7215_171.fits,0
1604,-13.2709,-9.97213,139,228,2018-09-04T15:41:59Z,7301,304,/data/linn/newpipe_compressed/neg/2018.09.04_15:48:00_7h@1h_AARP7301_304.fits,0
1605,-15.3884,-12.0412,139,250,2018-09-05T15:41:47Z,7302,1600,/data/linn/newpipe_compressed/neg/2018.09.05_15:48:00_7h@1h_AARP7302_1600.fits,0
1606,14.0153,17.3145,65,135,2018-11-08T15:41:59Z,7321,193,/data/linn/newpipe_compressed/neg/2018.11.08_15:48:00_7h@1h_AARP7321_193.fits,0
1607,-34.1456,-31.1583,433,686,2018-05-27T15:41:59Z,7262,171,/data/linn/newpipe_compressed/neg/2018.05.27_15:48:00_7h@1h_AARP7262_171.fits,0
1608,-45.4432,-42.2293,285,324,2018-08-06T15:41:59Z,7292,211,/data/linn/newpipe_compressed/neg/2018.08.06_15:48:00_7h@1h_AARP7292_211.fits,0
1609,-3.93043,-0.623588,163,350,2018-09-29T15:41:59Z,7310,304,/data/linn/newpipe_compressed/neg/2018.09.29_15:48:00_7h@1h_AARP7310_304.fits,0
1610,21.1341,24.7611,277,367,2018-08-11T15:41:59Z,7292,94,/data/linn/newpipe_compressed/neg/2018.08.11_15:48:00_7h@1h_AARP7292_94.fits,0
1611,-55.505,-52.2484,159,247,2018-08-14T15:41:59Z,7298,304,/data/linn/newpipe_compressed/neg/2018.08.14_15:48:00_7h@1h_AARP7298_304.fits,0
1612,-999999.0,-999999.0,103,197,2018-05-20T15:41:47Z,7259,1600,/data/linn/newpipe_compressed/neg/2018.05.20_15:48:00_7h@1h_AARP7259_1600.fits,0
1613,-18.8081,-15.5451,59,129,2018-06-25T15:41:59Z,7280,94,/data/linn/newpipe_compressed/neg/2018.06.25_15:48:00_7h@1h_AARP7280_94.fits,0
1614,-999999.0,-999999.0,261,188,2018-08-15T15:41:47Z,7293,1600,/data/linn/newpipe_compressed/neg/2018.08.15_15:48:00_7h@1h_AARP7293_1600.fits,0
1615,-48.2888,-44.8755,325,490,2018-04-21T15:41:47Z,7251,1600,/data/linn/newpipe_compressed/neg/2018.04.21_15:48:00_7h@1h_AARP7251_1600.fits,0
1616,8.19866,11.3569,137,249,2018-01-02T15:41:59Z,7222,94,/data/linn/newpipe_compressed/neg/2018.01.02_15:48:00_7h@1h_AARP7222_94.fits,0
1617,34.9625,38.2502,195,282,2018-02-28T15:41:59Z,7240,193,/data/linn/newpipe_compressed/neg/2018.02.28_15:48:00_7h@1h_AARP7240_193.fits,0
1618,-999999.0,-999999.0,71,127,2018-12-26T15:41:59Z,7329,211,/data/linn/newpipe_compressed/neg/2018.12.26_15:48:00_7h@1h_AARP7329_211.fits,0
1619,-10.1389,-6.92712,221,458,2018-06-21T15:41:47Z,7275,1600,/data/linn/newpipe_compressed/neg/2018.06.21_15:48:00_7h@1h_AARP7275_1600.fits,0
1620,-999999.0,78.9833,185,175,2018-05-27T15:41:59Z,7261,193,/data/linn/newpipe_compressed/neg/2018.05.27_15:48:00_7h@1h_AARP7261_193.fits,0
1621,-28.9831,-26.0293,485,251,2018-04-02T15:41:59Z,7246,193,/data/linn/newpipe_compressed/neg/2018.04.02_15:48:00_7h@1h_AARP7246_193.fits,0
1622,-999999.0,-999999.0,153,287,2018-08-21T15:41:59Z,7298,193,/data/linn/newpipe_compressed/neg/2018.08.21_15:48:00_7h@1h_AARP7298_193.fits,0
1623,-33.0852,-29.6698,309,497,2018-05-11T15:41:47Z,7256,1600,/data/linn/newpipe_compressed/neg/2018.05.11_15:48:00_7h@1h_AARP7256_1600.fits,0
1624,-56.0169,-52.7543,183,248,2018-04-12T15:41:59Z,7248,193,/data/linn/newpipe_compressed/neg/2018.04.12_15:48:00_7h@1h_AARP7248_193.fits,0
1625,-999999.0,-999999.0,133,109,2018-10-11T15:41:59Z,7313,94,/data/linn/newpipe_compressed/neg/2018.10.11_15:48:00_7h@1h_AARP7313_94.fits,0
1626,71.098,74.4231,415,393,2018-06-04T15:41:59Z,7262,304,/data/linn/newpipe_compressed/neg/2018.06.04_15:48:00_7h@1h_AARP7262_304.fits,0
1627,34.9625,38.2502,195,282,2018-02-28T15:41:59Z,7240,94,/data/linn/newpipe_compressed/neg/2018.02.28_15:48:00_7h@1h_AARP7240_94.fits,0
1628,-999999.0,-15.4366,81,145,2018-07-21T15:41:47Z,7288,1600,/data/linn/newpipe_compressed/neg/2018.07.21_15:48:00_7h@1h_AARP7288_1600.fits,0
1629,-22.8691,-19.64,225,450,2018-06-20T15:41:59Z,7275,335,/data/linn/newpipe_compressed/neg/2018.06.20_15:48:00_7h@1h_AARP7275_335.fits,0
1630,-79.1341,-75.6735,249,235,2018-07-29T15:41:59Z,7290,335,/data/linn/newpipe_compressed/neg/2018.07.29_15:48:00_7h@1h_AARP7290_335.fits,0
1631,-999999.0,-999999.0,165,276,2018-11-23T15:41:59Z,7324,211,/data/linn/newpipe_compressed/neg/2018.11.23_15:48:00_7h@1h_AARP7324_211.fits,0
1632,-999999.0,-999999.0,133,109,2018-10-11T15:41:59Z,7313,211,/data/linn/newpipe_compressed/neg/2018.10.11_15:48:00_7h@1h_AARP7313_211.fits,0
1633,-999999.0,-999999.0,121,162,2018-09-18T15:41:47Z,7308,1600,/data/linn/newpipe_compressed/neg/2018.09.18_15:48:00_7h@1h_AARP7308_1600.fits,0
1634,-999999.0,-999999.0,485,241,2018-07-08T15:41:59Z,7283,211,/data/linn/newpipe_compressed/neg/2018.07.08_15:48:00_7h@1h_AARP7283_211.fits,0
1635,2.30454,5.62398,287,418,2018-06-25T15:41:59Z,7276,94,/data/linn/newpipe_compressed/neg/2018.06.25_15:48:00_7h@1h_AARP7276_94.fits,0
1636,48.6844,51.9125,161,292,2018-06-19T15:41:59Z,7274,211,/data/linn/newpipe_compressed/neg/2018.06.19_15:48:00_7h@1h_AARP7274_211.fits,0
1637,-1.92563,1.50371,185,240,2018-03-09T15:41:59Z,7241,131,/data/linn/newpipe_compressed/neg/2018.03.09_15:48:00_7h@1h_AARP7241_131.fits,0
1638,11.7004,14.9689,103,155,2017-12-21T15:41:59Z,7215,193,/data/linn/newpipe_compressed/neg/2017.12.21_15:48:00_7h@1h_AARP7215_193.fits,0
1639,-999999.0,-1.65936,91,150,2018-01-20T15:41:59Z,7230,304,/data/linn/newpipe_compressed/neg/2018.01.20_15:48:00_7h@1h_AARP7230_304.fits,0
1640,2.30454,5.62398,287,418,2018-06-25T15:41:59Z,7276,211,/data/linn/newpipe_compressed/neg/2018.06.25_15:48:00_7h@1h_AARP7276_211.fits,0
1641,-999999.0,-999999.0,83,152,2018-07-19T15:41:59Z,7288,211,/data/linn/newpipe_compressed/neg/2018.07.19_15:48:00_7h@1h_AARP7288_211.fits,0
1642,42.9628,46.2988,231,383,2018-06-25T15:41:59Z,7275,171,/data/linn/newpipe_compressed/neg/2018.06.25_15:48:00_7h@1h_AARP7275_171.fits,0
1643,-72.3529,-69.0133,293,226,2018-10-11T15:41:59Z,7312,94,/data/linn/newpipe_compressed/neg/2018.10.11_15:48:00_7h@1h_AARP7312_94.fits,0
1644,-44.2434,-41.109,165,319,2018-05-23T15:41:59Z,7260,171,/data/linn/newpipe_compressed/neg/2018.05.23_15:48:00_7h@1h_AARP7260_171.fits,0
1645,24.123,27.5684,165,271,2018-11-26T15:41:47Z,7324,1600,/data/linn/newpipe_compressed/neg/2018.11.26_15:48:00_7h@1h_AARP7324_1600.fits,0
1646,-22.3231,-18.924,275,598,2017-12-22T15:41:59Z,7211,131,/data/linn/newpipe_compressed/neg/2017.12.22_15:48:00_7h@1h_AARP7211_131.fits,0
1647,22.3455,24.9398,163,389,2018-05-10T15:41:59Z,7254,131,/data/linn/newpipe_compressed/neg/2018.05.10_15:48:00_7h@1h_AARP7254_131.fits,0
1648,33.5324,36.3361,205,316,2018-03-12T15:41:47Z,7242,1600,/data/linn/newpipe_compressed/neg/2018.03.12_15:48:00_7h@1h_AARP7242_1600.fits,0
1649,-999999.0,-999999.0,129,137,2018-09-18T15:41:59Z,7307,211,/data/linn/newpipe_compressed/neg/2018.09.18_15:48:00_7h@1h_AARP7307_211.fits,0
1650,-999999.0,-38.8616,195,277,2018-12-26T15:41:59Z,7328,131,/data/linn/newpipe_compressed/neg/2018.12.26_15:48:00_7h@1h_AARP7328_131.fits,0
1651,-999999.0,-999999.0,41,89,2018-03-16T15:41:59Z,7244,131,/data/linn/newpipe_compressed/neg/2018.03.16_15:48:00_7h@1h_AARP7244_131.fits,0
1652,59.7545,62.9993,301,427,2018-06-22T15:41:59Z,7269,171,/data/linn/newpipe_compressed/neg/2018.06.22_15:48:00_7h@1h_AARP7269_171.fits,0
1653,-10.1389,-6.92712,221,458,2018-06-21T15:41:59Z,7275,335,/data/linn/newpipe_compressed/neg/2018.06.21_15:48:00_7h@1h_AARP7275_335.fits,0
1654,-999999.0,-999999.0,105,170,2018-04-19T15:41:59Z,7252,211,/data/linn/newpipe_compressed/neg/2018.04.19_15:48:00_7h@1h_AARP7252_211.fits,0
1655,-55.9755,-52.2651,155,200,2018-09-02T15:41:59Z,7302,304,/data/linn/newpipe_compressed/neg/2018.09.02_15:48:00_7h@1h_AARP7302_304.fits,0
1656,48.6844,51.9125,161,292,2018-06-19T15:41:59Z,7274,94,/data/linn/newpipe_compressed/neg/2018.06.19_15:48:00_7h@1h_AARP7274_94.fits,0
1657,-26.8943,-23.5929,471,685,2018-07-12T15:41:59Z,7283,171,/data/linn/newpipe_compressed/neg/2018.07.12_15:48:00_7h@1h_AARP7283_171.fits,0
1658,-999999.0,-50.2341,139,207,2018-10-14T15:41:59Z,7313,304,/data/linn/newpipe_compressed/neg/2018.10.14_15:48:00_7h@1h_AARP7313_304.fits,0
1659,-999999.0,8.68323,123,227,2018-01-04T15:41:47Z,7220,1600,/data/linn/newpipe_compressed/neg/2018.01.04_15:48:00_7h@1h_AARP7220_1600.fits,0
1660,-999999.0,42.1258,111,280,2018-12-21T15:41:59Z,7327,335,/data/linn/newpipe_compressed/neg/2018.12.21_15:48:00_7h@1h_AARP7327_335.fits,0
1661,-28.062,-25.4132,107,306,2018-12-16T15:41:59Z,7327,304,/data/linn/newpipe_compressed/neg/2018.12.16_15:48:00_7h@1h_AARP7327_304.fits,0
1662,18.3787,21.7435,430,712,2018-05-31T15:41:59Z,7262,171,/data/linn/newpipe_compressed/neg/2018.05.31_15:48:00_7h@1h_AARP7262_171.fits,0
1663,-8.09349,-4.59174,428,719,2018-05-29T15:41:59Z,7262,193,/data/linn/newpipe_compressed/neg/2018.05.29_15:48:00_7h@1h_AARP7262_193.fits,0
1664,24.9457,28.2639,103,163,2017-12-22T15:41:47Z,7215,1600,/data/linn/newpipe_compressed/neg/2017.12.22_15:48:00_7h@1h_AARP7215_1600.fits,0
1665,-999999.0,-999999.0,287,234,2018-10-22T15:41:47Z,7312,1600,/data/linn/newpipe_compressed/neg/2018.10.22_15:48:00_7h@1h_AARP7312_1600.fits,0
1666,31.5138,34.7949,431,682,2018-06-01T15:41:59Z,7262,193,/data/linn/newpipe_compressed/neg/2018.06.01_15:48:00_7h@1h_AARP7262_193.fits,0
1667,46.1981,49.5017,331,563,2018-06-21T15:41:59Z,7269,335,/data/linn/newpipe_compressed/neg/2018.06.21_15:48:00_7h@1h_AARP7269_335.fits,0
1668,-61.731,-58.4318,333,383,2018-04-20T15:41:59Z,7251,335,/data/linn/newpipe_compressed/neg/2018.04.20_15:48:00_7h@1h_AARP7251_335.fits,0
1669,-76.648,-73.3777,287,356,2018-06-12T15:41:59Z,7269,211,/data/linn/newpipe_compressed/neg/2018.06.12_15:48:00_7h@1h_AARP7269_211.fits,0
1670,-30.4574,-27.3687,165,384,2018-05-06T15:41:59Z,7254,193,/data/linn/newpipe_compressed/neg/2018.05.06_15:48:00_7h@1h_AARP7254_193.fits,0
1671,-999999.0,-999999.0,63,133,2018-04-14T15:41:59Z,7249,94,/data/linn/newpipe_compressed/neg/2018.04.14_15:48:00_7h@1h_AARP7249_94.fits,0
1672,-18.9441,-15.4822,195,338,2018-03-08T15:41:59Z,7242,304,/data/linn/newpipe_compressed/neg/2018.03.08_15:48:00_7h@1h_AARP7242_304.fits,0
1673,-999999.0,-999999.0,161,113,2018-06-22T15:41:59Z,7274,94,/data/linn/newpipe_compressed/neg/2018.06.22_15:48:00_7h@1h_AARP7274_94.fits,0
1674,-24.7036,-21.3216,143,203,2018-06-05T15:41:59Z,7267,335,/data/linn/newpipe_compressed/neg/2018.06.05_15:48:00_7h@1h_AARP7267_335.fits,0
1675,10.9313,14.4541,193,252,2018-03-10T15:41:59Z,7241,171,/data/linn/newpipe_compressed/neg/2018.03.10_15:48:00_7h@1h_AARP7241_171.fits,0
1676,-999999.0,-999999.0,127,232,2018-01-05T15:41:59Z,7220,193,/data/linn/newpipe_compressed/neg/2018.01.05_15:48:00_7h@1h_AARP7220_193.fits,0
1677,-47.7065,-44.059,322,617,2018-06-14T15:41:59Z,7269,211,/data/linn/newpipe_compressed/neg/2018.06.14_15:48:00_7h@1h_AARP7269_211.fits,0
1678,4.28239,7.61404,209,499,2018-08-04T15:41:59Z,7290,211,/data/linn/newpipe_compressed/neg/2018.08.04_15:48:00_7h@1h_AARP7290_211.fits,0
1679,18.1598,21.4668,103,229,2018-12-14T15:41:59Z,7326,304,/data/linn/newpipe_compressed/neg/2018.12.14_15:48:00_7h@1h_AARP7326_304.fits,0
1680,-63.2574,-60.2172,293,310,2018-06-20T15:41:47Z,7276,1600,/data/linn/newpipe_compressed/neg/2018.06.20_15:48:00_7h@1h_AARP7276_1600.fits,0
1681,-1.90715,1.24792,235,284,2018-08-10T15:41:59Z,7293,193,/data/linn/newpipe_compressed/neg/2018.08.10_15:48:00_7h@1h_AARP7293_193.fits,0
1682,-999999.0,-999999.0,57,127,2018-04-19T15:41:59Z,7250,131,/data/linn/newpipe_compressed/neg/2018.04.19_15:48:00_7h@1h_AARP7250_131.fits,0
1683,35.4598,38.851,346,563,2018-02-13T15:41:59Z,7237,131,/data/linn/newpipe_compressed/neg/2018.02.13_15:48:00_7h@1h_AARP7237_131.fits,0
1684,-999999.0,-999999.0,123,247,2018-01-08T15:41:59Z,7228,131,/data/linn/newpipe_compressed/neg/2018.01.08_15:48:00_7h@1h_AARP7228_131.fits,0
1685,-999999.0,-61.8698,149,192,2018-02-03T15:41:59Z,7236,131,/data/linn/newpipe_compressed/neg/2018.02.03_15:48:00_7h@1h_AARP7236_131.fits,0
1686,-999999.0,-999999.0,293,211,2018-08-04T15:41:59Z,7292,94,/data/linn/newpipe_compressed/neg/2018.08.04_15:48:00_7h@1h_AARP7292_94.fits,0
1687,79.1677,82.369,255,216,2018-08-28T15:41:59Z,7300,304,/data/linn/newpipe_compressed/neg/2018.08.28_15:48:00_7h@1h_AARP7300_304.fits,0
1688,-44.2434,-41.109,165,319,2018-05-23T15:41:59Z,7260,335,/data/linn/newpipe_compressed/neg/2018.05.23_15:48:00_7h@1h_AARP7260_335.fits,0
1689,-4.64865,-1.05902,89,127,2018-09-05T15:41:59Z,7303,94,/data/linn/newpipe_compressed/neg/2018.09.05_15:48:00_7h@1h_AARP7303_94.fits,0
1690,-999999.0,-999999.0,261,188,2018-08-15T15:41:59Z,7293,131,/data/linn/newpipe_compressed/neg/2018.08.15_15:48:00_7h@1h_AARP7293_131.fits,0
1691,47.7691,51.6024,169,313,2018-05-12T15:41:59Z,7254,94,/data/linn/newpipe_compressed/neg/2018.05.12_15:48:00_7h@1h_AARP7254_94.fits,0
1692,34.3595,37.9723,233,446,2018-08-25T15:41:59Z,7300,211,/data/linn/newpipe_compressed/neg/2018.08.25_15:48:00_7h@1h_AARP7300_211.fits,0
1693,2.30454,5.62398,287,418,2018-06-25T15:41:59Z,7276,193,/data/linn/newpipe_compressed/neg/2018.06.25_15:48:00_7h@1h_AARP7276_193.fits,0
1694,4.05496,7.38369,271,603,2017-12-24T15:41:59Z,7211,131,/data/linn/newpipe_compressed/neg/2017.12.24_15:48:00_7h@1h_AARP7211_131.fits,0
1695,-44.2434,-41.109,165,319,2018-05-23T15:41:59Z,7260,193,/data/linn/newpipe_compressed/neg/2018.05.23_15:48:00_7h@1h_AARP7260_193.fits,0
1696,-999999.0,-21.6522,41,101,2018-05-27T15:41:59Z,7264,304,/data/linn/newpipe_compressed/neg/2018.05.27_15:48:00_7h@1h_AARP7264_304.fits,0
1697,-999999.0,56.0713,249,326,2018-08-08T15:41:47Z,7290,1600,/data/linn/newpipe_compressed/neg/2018.08.08_15:48:00_7h@1h_AARP7290_1600.fits,0
